ride_id,pickup_location,dropoff_location,booking_time,ride_time_minutes,driver_rating,passenger_rating,cancellation_reason,ride_fare,cancellation_status
e246a47e-9717-4df5-bccd-8eed1a799a9c,West Tina,Lake Victoria,2025-01-04 22:08:53.581033,40,3.4,4.6,Changed Plans,35.5,1
85a79a03-c4c1-4b9e-9150-ba4e97c6b1a4,Katelynville,West Alyssafort,2025-01-16 14:25:31.453302,36,3.5,4.5,Changed Plans,6.79,1
a1c2476f-8d7f-4c30-8e64-c73308ab1209,North Michelle,Hartfurt,2025-01-06 15:03:56.567999,50,3.1,4.3,Driver Late,42.99,0
00d81cd9-ec40-4e94-bc8e-4eb5d356e7cb,Larryton,Brownville,2025-01-10 19:30:50.091788,33,4.8,3.3,Changed Plans,14.29,0
dc52bd00-b632-4df0-a550-cbb330731526,South Christinaville,Lake Donna,2025-01-28 00:24:57.419330,51,4.8,3.5,Passenger No-show,36.62,1
ef319d9d-cad1-4106-9a1f-f735eb5530fb,Andrewstad,East Charles,2025-01-06 14:47:12.668902,23,3.8,4.9,Driver Late,5.25,0
810340df-dc7d-4d14-948b-d2b896e37c15,West Staceymouth,Tuckertown,2025-01-21 00:38:23.241337,28,3.1,3.4,Driver Late,6.42,1
c70864af-a077-4922-b681-39180d88dd66,Lake Sandra,Navarroland,2025-01-06 08:13:45.471451,51,4.7,3.2,Changed Plans,23.91,1
1aa9c020-a4c9-4924-ac75-6f1be4fa3d7c,Kevinshire,Port Matthewburgh,2025-01-02 19:11:55.689306,32,4.8,4.9,Driver Late,8.91,0
f05746ab-b2b0-41d9-9d22-46ced12e4764,Gonzalezshire,Douglasshire,2025-01-21 20:40:36.713906,18,3.6,4.5,Passenger No-show,39.99,0
a8562973-3431-46b1-99a2-6b011a43a2c0,New Elizabethport,Austinstad,2025-01-21 21:09:04.219125,35,3.7,4.2,Driver Late,49.64,1
cbbd4de0-a648-4280-9d1a-66f4b9fa3050,North Karen,Troychester,2025-01-25 09:07:12.672880,18,3.5,4.6,,41.09,1
f6e083d9-51a8-44ac-b09b-cc73dc424a8b,Port Melissashire,New Reginaldshire,2025-01-08 01:50:55.989057,12,4.2,4.7,Changed Plans,29.23,0
6dad31ee-e4c8-4f84-8e43-541354de7728,Port Jessicaberg,Port Bryan,2025-01-08 04:06:06.362725,10,4.5,4.7,,34.81,0
1541f364-2e64-486d-8ccc-2fa35245b187,South Patrick,Scottmouth,2025-01-22 14:59:12.206110,37,4.1,3.9,Changed Plans,7.16,1
94ea2e3c-2e51-47dc-a7b5-419850336a45,Smithburgh,Nelsonland,2025-01-04 20:48:33.014909,24,4.6,3.3,,13.46,0
256c8895-6fc7-42fc-a4d3-d610ea1ea550,Patriciaview,South Laurafurt,2025-01-28 20:49:01.619993,47,4.7,4.5,Changed Plans,24.08,0
c35993f9-81ab-4425-8b23-1ca057c926ae,West Jeantown,Lake Samuel,2025-01-02 01:36:18.117968,11,4.0,4.9,Changed Plans,18.54,1
81ef30c0-dede-4fed-a81f-f5b79e482d0c,New Charlesburgh,Johnstonhaven,2025-01-04 07:29:55.145346,7,4.0,4.0,Passenger No-show,14.93,1
43091142-6ebb-4852-9e93-ff056f6a5145,Josephside,Gregshire,2025-01-01 07:45:57.454364,53,4.9,3.8,Passenger No-show,43.78,0
3e223a60-aa80-476a-b715-6c91c380fd02,South Taylorport,Port Dianefurt,2025-01-12 09:42:31.473443,10,4.0,4.5,Passenger No-show,20.17,0
639962e0-8d34-4044-888a-4a1942917c24,Lake Chelseachester,Lake James,2025-01-16 23:21:27.896586,51,4.2,3.9,,39.08,1
9f61ee12-3f55-4266-b509-e4afb4d6a1be,Evelynmouth,North Heatherton,2025-01-01 11:37:19.107201,33,4.6,3.7,Changed Plans,6.13,0
e0bbb8b5-a7c0-4520-9f25-5441c54eaf90,Kathyfurt,West Amanda,2025-01-20 18:21:04.206345,14,3.5,4.2,Driver Late,41.52,0
950f957b-e1dd-4ec7-a499-d4886374e049,Porterborough,New Johnberg,2025-01-23 17:06:40.637992,7,3.4,4.4,Driver Late,24.84,1
1074ac42-c6f0-4aa2-bbe7-1fe976b48f08,West Cynthiatown,Frankhaven,2025-01-26 03:48:54.967201,11,4.5,4.6,Passenger No-show,49.91,1
263c5cf1-97a0-4fe4-abfb-868aa5e80468,Karenburgh,Port Nicole,2025-01-10 21:54:31.656826,33,3.7,3.9,Driver Late,35.73,0
968caead-e759-497a-b187-9e4c6867a27b,Burtontown,Millerbury,2025-01-22 16:35:48.121446,37,4.9,4.7,Changed Plans,48.52,0
3fd28396-0f08-40af-b6e2-210e46307d27,Gilbertport,Port Michael,2025-01-18 22:05:50.082303,16,4.6,4.3,Driver Late,12.15,1
e64dc543-9274-4bc7-972a-3225847cac0d,Marktown,Lake Mirandamouth,2025-01-12 11:39:02.668650,38,3.2,4.0,,15.52,0
0e2fb0c2-5a50-4999-a498-ff5db352b562,South Sarah,Brandiside,2025-01-13 10:25:41.231485,45,4.1,3.2,,38.18,0
a6eeb7ad-ee24-48e3-ba26-a0b3595f7495,South Olivia,Davidfurt,2025-01-27 11:41:26.340691,20,4.5,4.9,Passenger No-show,6.29,1
1fc2afea-186d-4658-b718-e717dce0eed5,Markfurt,Stevenhaven,2025-01-06 23:19:19.914193,13,3.6,3.6,Passenger No-show,33.03,1
0aa508bf-33b8-4b63-8ba2-bac4109da5b7,Anthonyberg,East Tylerbury,2025-01-25 11:31:18.491574,43,4.3,4.4,Passenger No-show,23.35,0
ac3ad7ab-88e9-4d38-9094-b78b35db83ae,Arnoldberg,Randybury,2025-01-26 06:15:38.528460,54,4.4,4.2,Driver Late,43.54,1
79ca6ed7-1b92-4509-8173-a590bbc6c026,Jessicaville,Aliciabury,2025-01-03 05:38:56.849772,47,4.7,3.2,Passenger No-show,6.83,0
ff52c0e4-301a-406a-9f57-ff935e92a150,Jeremymouth,Hollandtown,2025-01-02 07:07:39.127673,52,4.1,4.0,Passenger No-show,45.99,0
423c5b9f-69d3-42f4-ac24-a46211cb5ec1,Nicholashaven,New Morganton,2025-01-23 01:18:52.444798,42,3.3,4.9,Driver Late,26.85,0
2a45908c-c4f9-4de2-a539-d1d3e7c7d3d4,Martinport,Leonardstad,2025-01-08 16:02:47.170966,7,3.9,4.1,Passenger No-show,27.63,1
138a0ec1-ddfd-47a0-a8e8-fe02e3a402fe,Lake Josephfort,East Shane,2025-01-04 16:09:25.792604,42,4.6,3.2,,7.65,1
b17cffe5-8992-49b5-8709-e01cdae1b585,Jenningsview,Maryside,2025-01-29 14:42:24.460564,33,4.9,3.6,,13.44,1
b4fe3603-60eb-46fd-9686-90cdbb034cd7,Gillmouth,Lake Paul,2025-01-05 10:57:36.040668,50,4.3,3.5,Passenger No-show,27.2,0
bbfa7dc8-8514-45c8-ba26-e1aa19424802,Port Natalie,Snyderport,2025-01-08 14:15:06.073095,48,4.6,4.5,Changed Plans,41.5,0
cf9566ce-016f-45ac-9325-c55f3af83d46,North Richard,West Charleston,2025-01-10 07:17:23.527990,11,3.0,3.4,,14.66,0
55a212c1-e1c2-4496-8234-89ffbc1f529c,South Christina,Erinborough,2025-01-11 20:39:49.365439,56,3.2,3.0,,32.44,1
ded087bb-edb9-4802-bd95-dd363cf64068,New Rachel,Stewartmouth,2025-01-21 01:38:10.805154,33,4.3,4.2,Changed Plans,5.22,0
72fb771e-1b98-4e1a-a0f4-ceb597097f06,South Todd,East Joshuaview,2025-01-26 02:00:44.454517,27,3.1,4.0,Passenger No-show,36.75,0
1f47f8e7-47bd-433b-825c-9b2ab92ec2a2,New Stephanie,Lake Justinport,2025-01-18 23:22:33.002495,43,3.4,3.4,,31.69,0
de83438d-d348-461f-888d-cd2d48b6b0a9,Costatown,Simmonschester,2025-01-29 05:59:35.785306,33,4.7,4.8,Changed Plans,29.09,1
91c60bf4-fe2e-454f-860e-1ed7b3867325,Williamside,Sullivanfort,2025-01-15 01:33:14.188137,14,3.6,3.2,Changed Plans,9.46,1
6ec49984-4a27-4832-951a-3838124222c1,Johnsonburgh,South Anthonybury,2025-01-23 10:27:48.408406,25,3.1,3.4,Driver Late,13.51,0
95e2d95a-8149-4e04-9027-72d3eaad801a,East Luisbury,Tarashire,2025-01-04 13:31:59.830493,43,3.5,3.9,,22.51,1
d186d0a6-7cea-412f-90ce-560a65518ac2,Ryanbury,Patrickchester,2025-01-21 11:10:08.122334,13,3.9,4.8,Changed Plans,19.0,1
45659109-ab12-4706-88a3-4caf496de87b,Lindseyhaven,East Jessicaside,2025-01-07 15:53:34.268706,50,3.5,4.7,Changed Plans,47.63,0
60f478bb-bda6-4bd0-9a26-df55d7c13c57,Crystalberg,Alicialand,2025-01-29 14:04:57.571267,7,3.1,4.8,Driver Late,30.02,0
f96c1a09-0e68-435d-97a8-21b2afc4cf7a,East Natasha,East Mark,2025-01-19 20:22:49.442333,58,3.2,3.5,Passenger No-show,45.07,0
cb0888fd-c42e-49c0-847c-b562750736b6,West Joehaven,Justintown,2025-01-02 03:37:09.824040,54,3.4,4.5,,13.04,0
bdcc3807-0ea8-4cfd-900a-0edf03d08879,New Johnhaven,Larrychester,2025-01-26 06:12:16.485636,39,3.2,4.5,Passenger No-show,23.83,0
e3d95f13-972b-4b8e-8961-57acc934acca,Jacobside,Karenfort,2025-01-09 15:41:41.052534,6,4.3,3.7,Passenger No-show,9.24,0
62955556-5f15-48e9-9ee8-76fed6ea5158,Dawnville,East Kennethchester,2025-01-26 09:00:46.295600,41,4.3,3.7,,44.44,0
634a016d-8e31-472e-b6a2-246de478244f,North Michaelborough,South Theresa,2025-01-07 09:50:13.609686,12,4.5,4.5,Driver Late,24.63,1
5c1400f2-e137-4888-9067-cbb1a04ad29b,West Aaronmouth,Lawrenceburgh,2025-01-11 00:50:29.524423,42,4.5,4.3,,45.67,1
d6abcd5d-7d8c-4a4f-8d56-d5c6197ba413,West Natalieville,West Elizabethport,2025-01-29 04:48:48.311139,18,5.0,3.5,Driver Late,28.47,0
5a6a5c9b-9d0e-480e-a471-ae138027d8bf,Aprilland,Glennfurt,2025-01-15 13:13:47.782084,30,3.9,4.0,Passenger No-show,11.89,1
823254b2-a13e-48e1-a0ab-a8ccfc95941a,Port Brandon,New Donna,2025-01-06 02:16:20.261516,48,4.2,4.4,Driver Late,46.12,1
952dd2cf-36cb-47b3-9560-33fcaf79109f,Martinville,Fernandezborough,2025-01-28 23:06:14.721214,48,3.4,3.7,Passenger No-show,29.66,1
00df2fe6-1f46-4538-95e7-f396bd1a9de9,Annaborough,Lisaport,2025-01-04 13:09:45.590264,10,4.1,3.3,Changed Plans,31.07,1
7f6934b1-2e2d-4fa5-9f5e-d4881f1a84bf,New Cherylmouth,Grahammouth,2025-01-01 20:49:57.924199,7,4.5,4.1,Passenger No-show,19.37,1
fa79ed8e-0f45-4164-a78e-b475c2c19915,Williamsbury,North Phillipville,2025-01-17 02:55:20.125289,11,4.1,3.1,Passenger No-show,13.88,1
5984ca5c-6928-4596-a3f9-430eab299872,Michaelfort,West Sarah,2025-01-18 09:07:56.200783,35,4.8,3.1,Passenger No-show,46.53,0
fefafe3a-b9e6-4214-804f-2846599e99a8,Morganbury,New Craigland,2025-01-30 02:28:47.634634,26,3.8,4.4,Changed Plans,35.11,0
01f8f7b5-3c54-4647-9523-9cd8fedd31c8,Ponceborough,North Joshua,2025-01-14 03:02:45.270499,5,4.7,3.7,Driver Late,49.71,0
da00fde1-3620-4164-9eae-e42835890d37,South Kimberlyton,Travisville,2025-01-16 19:00:19.632332,36,4.7,3.8,Passenger No-show,14.67,0
a30e9539-abd0-4727-b83d-2d3bc976591c,South Kayla,West Charles,2025-01-25 07:12:01.319104,28,3.1,3.8,,40.19,0
495f402c-38f6-4680-85f8-174198ca58cc,West Debbie,Howellstad,2025-01-15 20:19:48.733218,53,3.5,4.6,Passenger No-show,43.47,0
494f36ed-6640-43ff-b791-ba31557ed52e,Nguyenchester,Ashleyside,2025-01-27 02:09:13.516443,38,3.3,4.6,Driver Late,40.72,0
7a5c324e-52fa-4228-858b-64e6a1696075,South Gina,West Christopher,2025-01-23 21:19:53.851170,33,3.3,4.7,Passenger No-show,40.45,1
95ae5408-0039-46e3-967b-eeab09cd9739,Hudsonchester,Natashafort,2025-01-05 22:55:07.392427,22,3.0,3.3,Changed Plans,37.53,1
50873c84-d8a6-458e-803f-d029bc7822ee,Collinsville,Flemingfort,2025-01-12 14:56:33.048500,10,4.0,4.3,Changed Plans,22.69,1
cb550d08-a463-4023-bdc3-c70de8a92bad,Port Jerryton,Lake Sherri,2025-01-10 11:20:03.904721,57,4.6,4.1,Driver Late,26.83,1
336ef736-cf6f-4adf-b93e-610a8f2a0d35,East Michael,Amyton,2025-01-21 06:33:52.913428,6,4.9,3.9,,9.74,1
052af7ed-c010-47a8-bb49-19392e59b644,New Carolineview,Tammytown,2025-01-27 06:01:28.395551,18,4.5,4.2,Passenger No-show,7.71,0
3d65b4c2-9fbb-453c-afd6-74261c2b9ed3,Alexisside,East Jason,2025-01-11 07:43:24.552418,28,3.2,3.8,Passenger No-show,12.56,1
5390f014-925c-4aa5-9958-ac9c7ebb16c8,Chaseville,Ashleyberg,2025-01-13 04:44:22.911927,24,3.1,4.0,Driver Late,27.11,0
9cf71f0e-1cd5-4460-ba43-a76f5a9d4e5a,North Lindastad,Mcclainborough,2025-01-17 15:06:55.889386,47,4.4,3.3,,26.83,1
c513e5af-c6ad-4ded-91f0-dd88f7bd033a,Brandonchester,Millstown,2025-01-11 19:42:12.286296,59,3.7,3.8,Driver Late,17.32,0
73b84399-2ff2-4c99-a7f5-27b9d1b14f54,Williamsview,Gonzalezfort,2025-01-19 03:59:07.452075,38,3.7,4.9,Driver Late,27.33,0
cf4733d1-a6be-4ad2-a22b-ebe202831d3e,North Dawn,Mcgeeberg,2025-01-11 13:12:02.570933,8,3.4,5.0,Changed Plans,21.1,0
a5e73abe-5f1a-4848-a524-fa4227fe8cfa,South Kimberly,New Samuel,2025-01-06 01:20:27.894342,40,3.4,3.5,Driver Late,6.37,0
951046bb-393b-434a-bb1c-2696bbe929af,East Saraberg,Davisbury,2025-01-08 17:02:42.267044,20,4.1,4.3,Passenger No-show,25.08,1
318a8c90-351e-4a04-89c7-a28865f66ad8,Lake Sean,Robertsberg,2025-01-10 17:14:52.137568,47,3.1,3.9,Passenger No-show,24.9,1
0af543fb-454d-480b-848e-315698dfdf9d,Porterburgh,North Rickstad,2025-01-28 01:52:31.758364,18,3.8,4.3,Changed Plans,45.22,1
2d2014ea-f6be-4bef-ac6a-7b6e375e88de,South John,East Mariachester,2025-01-14 03:33:57.952330,46,3.1,3.8,Passenger No-show,47.6,1
f8c49e6a-1dbf-4b0a-9854-e9aa82b83db0,East Heatherburgh,Wangstad,2025-01-18 06:01:27.441962,53,4.1,3.2,Changed Plans,38.1,0
6c532a48-c492-48a6-ac28-9a7ae1daf3c4,East Jesse,Lake Jennifer,2025-01-05 07:27:09.384010,5,4.8,3.2,Driver Late,40.8,1
2bc7fa43-ad8a-4d5e-8a80-cd2c957387de,Port Robertchester,Goodwinmouth,2025-01-21 17:48:15.024531,16,4.9,4.0,Driver Late,47.68,0
a725381c-21ea-45c6-b33b-79c84e8778dd,Lake Donaldmouth,Markchester,2025-01-20 17:01:34.064551,28,3.9,3.6,Changed Plans,8.97,1
ffcd900d-fb64-4fc6-8fe4-b7ecdf3ffc31,New Steven,Port Phillipberg,2025-01-28 09:07:32.616275,48,3.2,3.9,Passenger No-show,19.43,1
79cf2864-939c-4fa2-aab8-050fd961b5ec,South Rickyside,Lake Krista,2025-01-26 14:27:21.691182,16,3.8,3.7,Changed Plans,49.37,1
7fa50810-8dca-4f0b-ae2d-8a4ecdfd0eb6,Taylorhaven,Port Elizabeth,2025-01-14 11:53:06.788554,23,4.9,4.8,Passenger No-show,29.92,0
674104e4-db19-40dd-8681-b3f8575d32df,Port Peter,South Alexandraport,2025-01-09 00:32:05.697129,56,4.3,4.9,Passenger No-show,24.71,1
4e343db0-f794-4885-9224-419da5db5e46,Williehaven,New Erica,2025-01-15 20:55:02.174600,35,3.4,3.3,Driver Late,26.16,0
f6c9aa78-68fd-42c1-adb6-da4cbce8149c,North Donna,Jonesstad,2025-01-09 16:57:06.749250,23,3.2,3.7,Changed Plans,25.73,0
20df8385-2f95-45d2-8475-f0bdb8772547,East Helenmouth,Lake Kevin,2025-01-10 16:11:06.811126,34,3.8,3.9,Passenger No-show,37.6,1
4de6a8cf-1ccb-4bf6-aac8-e30d7dc8c568,Bishopview,Melissaberg,2025-01-21 06:03:58.991092,25,3.4,4.2,Passenger No-show,33.98,0
db2d73e5-5932-4af5-a373-6a1485ce5158,South Jacob,West Toddview,2025-01-02 13:11:05.753595,58,4.3,4.7,Driver Late,18.65,0
64718c4b-0fe2-44d5-a70f-b108143dd827,North Patrickfurt,Natalieside,2025-01-16 21:01:35.924376,35,4.9,5.0,Passenger No-show,29.31,0
5d91594c-9bc3-4213-a705-88abe45d85dd,Moseschester,New Marieside,2025-01-05 03:04:59.991374,36,3.5,3.5,Changed Plans,15.7,0
7bfaa641-3a0c-4822-a978-285e30215145,South Daniel,Williamshire,2025-01-08 22:24:15.758591,52,3.1,4.0,,14.15,0
f4f3a6dd-81bf-40c8-b09e-bb8b4581de02,Harrisonborough,Jeffreymouth,2025-01-05 06:42:14.464290,28,4.2,4.1,Changed Plans,24.72,1
82e17314-c6ec-42b3-865c-06bc2d355ebd,Rachelland,West Katieton,2025-01-24 04:42:41.507037,35,3.6,4.2,,40.47,1
8fb148fe-1551-4c8c-9956-f4b5fd6ff58d,North Brian,Lake Adamview,2025-01-15 01:37:36.025929,26,4.9,3.4,,48.38,1
b5de9afc-2aae-414d-9547-1382b1895842,East Rachel,Singletontown,2025-01-12 13:27:22.513128,22,3.9,4.7,Passenger No-show,14.88,0
ebc7843e-db2a-4999-bfbc-36896e8442de,Port Tracy,West David,2025-01-07 10:09:43.941207,14,3.2,3.6,Changed Plans,13.49,1
864be5a3-e080-4af2-bfb9-fef3f483eb85,Gordonfurt,New Danielletown,2025-01-09 11:23:21.819541,23,4.4,4.3,Passenger No-show,30.32,0
8603f2be-b6c9-42bb-bca6-11b8978c5e09,Pennyville,New John,2025-01-08 05:51:58.861570,40,3.2,4.1,Passenger No-show,49.55,0
69a16f95-fe68-417c-8b65-26eeb689513f,Hallland,Hodgesmouth,2025-01-05 09:15:23.006366,6,3.1,4.5,,9.68,0
c7f0f017-1a20-48c0-bc07-2b6ba5757053,Andersonmouth,Johnsonmouth,2025-01-18 00:19:58.984328,47,4.8,4.3,,38.0,1
e3a6f49d-553e-48fc-9da1-82b2c946ce8c,East Jessicaton,Port Monica,2025-01-28 02:35:36.790988,5,4.5,3.9,Passenger No-show,39.57,0
c1532413-8d6e-443d-93c4-811fababa5a4,West Richardberg,Lake Gabrielberg,2025-01-26 03:51:10.885674,17,3.9,4.4,Changed Plans,30.6,0
43cc5349-99d6-4766-8721-e7972630ab8c,South Cynthia,Carterport,2025-01-05 15:15:33.779424,56,4.6,4.0,Driver Late,12.12,1
92f3c28c-7c3f-4b1a-a9ad-135fca2e587e,Port Ericburgh,South Brittanyton,2025-01-22 17:58:34.116106,49,4.5,4.7,Driver Late,13.2,0
e7a16d91-ad8f-4926-995e-96c0a2b3b6fd,Davidchester,Stewartshire,2025-01-18 18:12:50.766316,40,3.0,3.5,,8.97,0
988ca9b7-b4d5-40f2-bc7a-8f7eb528c728,Rangelside,East Michaelport,2025-01-19 11:07:06.860215,16,3.7,4.2,Passenger No-show,21.65,0
c44e168c-f50f-4313-a873-611fe375c0d3,Dylanmouth,Sarahfurt,2025-01-26 14:25:24.157970,37,3.6,3.3,,20.65,0
e544f4f7-5c58-4a8a-a7a4-ff0a785ce159,Yvetteshire,Jamesport,2025-01-25 18:21:06.698700,15,4.2,4.3,Changed Plans,26.25,1
cddb47eb-5dc5-4590-b683-bda1afe1780a,Adamsshire,South Christopherberg,2025-01-19 11:04:04.962335,8,5.0,3.6,Driver Late,14.3,1
42968744-4aa2-4787-9123-2c1008516fa5,South Miguel,Port Cindymouth,2025-01-13 11:11:25.541460,29,3.7,4.7,,30.1,0
6bffc9ff-c091-49c5-b025-f7b2d3ff3432,South Juanberg,Garyport,2025-01-16 01:49:48.913844,38,3.1,3.9,Passenger No-show,10.86,1
6ec2f39a-184e-47fa-8d46-a3a9101877e7,Suzannehaven,Port Katherine,2025-01-05 05:15:10.847814,52,4.2,4.2,,23.4,0
769a62f8-5ab7-4dbb-a553-b42fc7a3949e,East Mark,West Lisa,2025-01-04 05:16:18.825380,26,3.5,4.6,,36.83,1
f1bbdaed-8a5a-4bf7-90c5-5fc21980219a,Rodriguezberg,Zacharyton,2025-01-05 12:14:10.361275,7,4.5,4.6,Passenger No-show,24.36,1
7a7c2307-ced8-4257-8c74-025eb8aefb52,Rodriguezstad,Rosariochester,2025-01-18 08:22:32.205386,34,4.0,3.3,,21.45,0
d5cbd8a8-ff90-469a-8ba1-0459b7675f83,Clintonhaven,Port Luisland,2025-01-25 06:43:23.745681,31,3.1,3.1,Driver Late,27.7,0
d6c009d5-d442-4e26-94a1-14f3097b1ce9,South Maryburgh,Johnsonchester,2025-01-08 21:31:22.514457,6,3.7,3.5,Changed Plans,10.12,1
08887f8b-07b0-416b-a927-3cfbd4726a11,Moniqueburgh,Gutierrezchester,2025-01-18 09:13:15.269125,29,3.1,3.7,Driver Late,35.67,0
8b97fb37-15e7-436c-a4fd-baefb62c976f,West Jon,Brownport,2025-01-11 13:12:36.906607,26,4.4,3.8,Driver Late,28.56,0
35f53ac8-fa91-4333-9d31-533a1708ea31,Vanessabury,West Lauren,2025-01-11 11:29:44.147264,11,3.2,3.7,Passenger No-show,27.89,1
b5cc3b49-966f-4ddd-ba52-2a8e51136e36,Port Codyville,Veronicaville,2025-01-29 15:32:15.019422,26,4.7,4.8,Driver Late,29.42,1
54e1bea5-7f68-4e55-aa84-5a6bb7b09cf2,Port Christianview,Sanchezbury,2025-01-16 18:38:43.733605,18,3.4,3.7,Driver Late,11.74,1
f145f0a9-0ce7-45a4-a341-1348b0974ec9,Kimtown,Lake Randy,2025-01-07 22:18:13.595454,38,5.0,3.7,Driver Late,27.93,0
a1269942-ecfb-427b-bf32-552e19dfd7a1,Aguilarchester,Briantown,2025-01-19 02:59:33.100412,8,4.0,3.5,,41.9,0
02af22e4-386b-4a50-a057-279014bf3f66,Vargasfurt,North Jennifershire,2025-01-03 06:00:25.136059,12,3.6,4.6,Passenger No-show,13.49,1
19a9dabb-85fb-431e-a3c1-c0959ccc281a,Greenfort,Hernandezfort,2025-01-21 11:18:05.279938,43,4.6,3.8,Passenger No-show,30.4,0
c1c772a3-066f-4040-ba10-d7d03fcec22c,Danfort,West Patricia,2025-01-12 22:58:52.364251,52,4.8,3.8,Changed Plans,23.53,0
7d539e69-ce2b-444c-bb07-28b6fda78de1,Carlmouth,Michaelborough,2025-01-29 06:53:20.217818,6,4.4,4.7,Changed Plans,5.41,1
2de983ef-4cf4-44d3-8a5a-c652d9679fd1,Kevinfurt,New Michele,2025-01-23 12:10:40.801978,32,3.7,4.6,Passenger No-show,31.14,1
a9e5a33b-e9be-4edf-a13b-234b9e09e9c4,Alyssafort,Rebeccatown,2025-01-28 20:27:59.426653,26,3.6,3.0,Driver Late,42.97,1
a0e436c7-ab28-4938-9cf9-0adbbfbc1bbf,Nelsonview,Brownstad,2025-01-07 21:03:28.625543,20,3.3,4.6,Changed Plans,32.58,0
e6046169-64b7-4e56-81b0-9f3ded000119,Thomasfurt,Gonzalezberg,2025-01-29 01:06:41.854150,59,4.4,3.9,,46.9,0
772af15d-03f7-4ba2-bb51-a6858620e8e9,East Oliviaberg,Melissaside,2025-01-19 01:56:44.434641,40,4.3,4.9,Changed Plans,24.66,0
3a61fe08-7618-45df-844d-6456d43fd058,Smithton,Nunezchester,2025-01-11 17:31:46.677222,43,3.2,4.7,,5.63,0
47af2b48-00b1-4131-994f-ebb77cb2498f,Jamesburgh,Williamsborough,2025-01-05 04:23:35.842707,58,4.4,3.3,Passenger No-show,49.84,1
5c74a6c4-2562-4a2f-b5e7-cfb4def08bd1,Nicoleville,Geraldville,2025-01-07 16:23:08.554185,41,4.9,4.3,Driver Late,11.1,0
2aa61745-3ff4-40d2-9540-b63e7e00ec5a,Ryanville,East Mary,2025-01-16 06:38:00.126166,37,3.0,5.0,Driver Late,11.8,1
acfd039b-e2c5-48c2-a44f-f4ec5cadb5c9,West Amandaton,Robertburgh,2025-01-22 14:32:46.923699,28,4.9,3.5,Driver Late,26.78,1
d16e34f8-b618-41f8-a69a-a0c142431250,New Christopher,Lake Kathryn,2025-01-17 11:49:45.799619,60,3.4,5.0,Passenger No-show,8.93,0
749c03fe-d5bd-4f75-8c0c-cbac2b31ad2e,Jasonchester,Clarkchester,2025-01-14 19:09:04.048618,41,3.6,3.8,Driver Late,35.37,0
394ebce2-8cdc-4fd9-8fbe-4e746d336d68,Lake Monicamouth,Jaredside,2025-01-11 21:07:57.558019,25,4.1,4.8,Changed Plans,6.28,1
9b532954-e9d6-4c27-957f-3477d5bb8cb2,West Benjaminland,South Heather,2025-01-24 18:06:37.067996,23,3.4,4.7,Driver Late,13.41,1
1cd20e6d-3aec-4678-be16-66b4e21823a3,Reneetown,Port Deniseport,2025-01-21 00:36:46.100075,60,4.7,3.6,Passenger No-show,32.6,1
1ebfbc63-5496-40d8-9ced-2351541f6a3a,North Rachelshire,Port Juliahaven,2025-01-12 03:16:05.209550,13,3.8,3.3,Driver Late,30.37,0
e8227947-b1c8-4f22-896f-c7b94a693c83,Jasonfurt,North Stephaniebury,2025-01-18 08:03:36.419417,30,4.9,3.2,,35.81,1
d8ccefb6-4f95-47c0-869a-facf57d8c11d,Torresfurt,Amyfort,2025-01-05 11:50:49.206896,54,3.8,4.3,Changed Plans,27.5,1
352c0a29-2b79-47de-95e8-23f0e1ea9985,Sierramouth,New Scottstad,2025-01-05 19:06:38.682948,39,4.0,4.2,Passenger No-show,41.16,1
b8725ed4-cf6c-4ac8-90c0-aed4b225e500,Wattsland,Lake Luis,2025-01-06 22:54:31.420436,37,4.1,3.5,Driver Late,33.94,1
385f6cab-87ab-4c2e-af88-0972478b63e8,Ayalahaven,Port Samuel,2025-01-02 06:57:59.296574,8,3.0,3.7,Driver Late,35.55,0
dd47143a-61d4-4582-8524-59cbe1a46dac,Lake Luisborough,Port Christine,2025-01-26 19:48:52.258869,34,4.9,3.3,Changed Plans,10.65,0
a285d511-fb01-41dd-9431-3142bf1d399b,Evansmouth,Port Brittanyhaven,2025-01-17 11:53:27.924947,46,4.3,5.0,Driver Late,31.31,1
0c0b508f-9ed8-4576-b011-e74e6d7491f5,Floresport,Petersonton,2025-01-28 21:01:35.599218,26,3.4,5.0,,9.51,0
1b4a70d4-c2d3-42d3-b67d-74e48b06743b,North Kimborough,Wheelerchester,2025-01-23 00:13:24.158056,37,3.9,3.4,Changed Plans,30.28,0
3802fc4c-904a-4968-b606-8ce3f46c97b7,Joshuastad,Port Alexandra,2025-01-23 02:27:39.848131,24,3.3,4.2,,23.55,1
6b3f9dfb-c529-450e-ac1e-c9a595a26bdd,Walterland,Harrellville,2025-01-04 10:17:48.230171,7,4.0,3.4,,40.73,0
2a6f1ecd-1b1d-4bb2-a7d9-2afca9fb72d0,Arthurbury,New Shannon,2025-01-05 21:31:37.660762,44,3.1,4.1,Driver Late,7.19,0
37d2f844-e8a2-4040-9483-0b67b68dbbf3,Davidville,Port Ricky,2025-01-22 14:00:41.431211,29,3.2,4.5,,25.3,0
9b051ec7-6c61-48e7-855f-4c8b8e94afe4,Jerrymouth,Lake Hollyburgh,2025-01-25 19:52:03.351270,14,3.7,3.5,Changed Plans,49.29,1
