Ride_ID,Driver_ID,Customer_ID,Pickup_Location,Dropoff_Location,Ride_Start_Time,Ride_End_Time,Cancellation_Status,Cancellation_Reason,Ride_Fare
5bc50a39-f82f-42c8-9b70-a0aa9e187e70,ff46de20-909a-424b-925b-4e470c58e2d8,d768d056-40b8-4a9b-8907-2573b1925aa0,New Christopher,East James,2025-01-01 05:46:14,2025-01-01 05:46:14,Cancelled,Customer no-show,57.37
c9e85e14-dede-467d-acc5-0ee8a5a79b9a,861ce26f-dcbf-4b1d-b281-238534270a0d,bfc1d056-529d-4316-937c-5dd1c9eb67e0,Dannyburgh,Josephbury,2025-01-01 03:16:37,2025-01-01 06:35:13,Completed,,78.14
76b0a35d-3b18-4a68-8c23-8a5951295855,5bb941ff-fbf8-42bb-9f47-85d1ffd27fd5,8dc39965-5c88-45ba-946c-3c4c33b371a2,Thompsonmouth,Leahshire,2025-01-01 03:22:14,2025-01-01 03:48:48,Completed,Driver requested offline trip,94.61
8fac3e22-00d5-4437-aa0a-9fc0ba5151f7,26a9a7e6-ff06-49af-bdc0-b512f471bee3,f989e6ed-3e53-419c-9198-00b02e48d925,Callahantown,Carriestad,2025-01-01 00:23:16,2025-01-01 12:31:34,Completed,Driver requested offline trip,86.02
961fae35-3828-48fa-8de2-819d26062013,2d058ac2-40a1-4992-ac02-10ecbc4bb9a4,84f8a1f7-d2b2-4361-ac39-6bf01241e018,Moniqueside,Gregorymouth,2025-01-01 04:41:29,2025-01-01 04:41:29,Completed,Other,11.64
7a559a5b-a644-43c4-9523-0cf1cd624e7f,2fb6b537-0814-4085-8968-5c3434178564,cd600f4f-4cab-4b16-93a0-06d3060a4a42,Bryanborough,Lake Kathrynton,2025-01-01 00:40:49,2025-01-01 12:34:23,Completed,Driver requested offline trip,29.57
c39a0c1a-e675-489a-8f86-dd1d94503875,8de44793-ae67-46fe-a954-0c75fb412aaf,669fc585-a84a-4831-9833-d76d1b7b47ad,Rebeccahaven,Lake Jason,2025-01-01 13:09:09,2025-01-01 13:09:09,Completed,Traffic conditions,97.19
1d9ccc46-0a45-4acd-8f07-3a2950a64588,a9e7f612-5fff-490c-8c3b-b84dc8a898f5,79c496e5-71ab-4463-9e6f-050e7b122694,West David,Port Catherine,2025-01-01 01:40:49,2025-01-01 12:38:51,Cancelled,Other,26.73
6466544a-81de-4ff3-84c2-72f37246c302,ef587332-4689-4e0d-9e0f-f5d94108cf37,c3bef159-03af-4089-aeb6-92ac73885863,West Bruceport,Lake Kenneth,2025-01-01 01:36:56,2025-01-01 08:01:02,Completed,Driver requested offline trip,38.66
2bf49575-f91b-4cf6-84d5-7c4ba55c0b50,45e54150-ddd4-4707-a126-ec6a41f19b45,3eed1132-302b-4bda-bf90-c66568b103d9,Kristinatown,Donnahaven,2025-01-01 01:48:06,2025-01-01 12:42:05,Completed,Customer no-show,28.58
c405d873-57d1-40cb-a529-0f9c253b4790,07374c07-5028-4fa3-8b46-d5b395243f77,433b51bf-97ef-46f9-8f97-15f09b0c61fa,Charlesview,New Charlotteburgh,2025-01-01 02:17:20,2025-01-01 07:12:21,Cancelled,Driver requested offline trip,38.22
5f9246cb-8e1b-4a31-a648-01c4cbf9ba2b,ce7bdc43-e5b3-45ea-ae7f-90ebec7f31a8,0e70a0b2-52cf-4540-8277-882cbe1b9f23,Amandastad,Lewisborough,2025-01-01 00:54:05,2025-01-01 02:33:08,Completed,Traffic conditions,89.25
38c34fa5-e20e-48cf-af61-c3894d656a3c,e36d3302-2cbe-4f6e-9887-a8d8e1718c61,42b6dad5-015a-49cc-a6e5-2173da88dc74,Michaelhaven,South Lisafurt,2025-01-01 05:11:03,2025-01-01 07:14:27,Completed,Driver requested offline trip,68.51
c2c2ae29-3169-48ca-a5b3-6bb88031d432,ba4c63cf-9bb8-4a36-bb67-5fdb741f0aba,0da3b962-6cc9-46a9-ba3b-667894150fd3,Mendozaport,Valerieburgh,2025-01-01 00:05:34,2025-01-01 06:00:39,Completed,Customer no-show,68.39
a875a9b9-67d4-4855-9027-6bfcd33cac9f,7f3cf507-eefa-4ae9-b3d7-5757079996a1,38c23021-43d6-4d62-8bcd-3ee6ce3d86df,Dakotaborough,South Isaac,2025-01-01 12:47:12,2025-01-01 12:47:12,Completed,Customer no-show,66.94
316a1ff5-d8e6-4dfe-a4dc-b1f2c0acd739,0f8def3d-142a-46ba-bb83-dd55014af1bd,29e17f23-3a78-4a8d-a924-539887f5e368,Lake Michelle,Thorntonville,2025-01-01 03:23:11,2025-01-01 12:05:51,Completed,Traffic conditions,89.39
bb501fe8-b7af-47b1-a824-ae6c5189c5a1,5d5bf7a7-15e1-42b2-9209-375bd04a8ec8,5a08a5e8-e4ba-48d8-82a8-a272f8ae99d9,Port Robert,South Elizabeth,2025-01-01 12:37:43,2025-01-01 12:37:43,Cancelled,Customer no-show,80.36
b32ce5bf-1822-43ed-8b1f-9966a00b2519,7f4ae973-088d-481b-ba5a-25664e3bf70b,ab8941a2-dce0-4427-83f0-8338c0adeab9,Pamelafurt,Davismouth,2025-01-01 10:12:10,2025-01-01 10:12:10,Completed,Other,73.3
5d83a9a0-e1c5-4da1-9d91-1c23d7200575,a9754db7-9d97-4ce9-acdd-275d0668a52e,cad20d7d-5fa1-4ce7-b41b-6869beb2099c,South Pamelaborough,West Natalieland,2025-01-01 11:30:46,2025-01-01 11:30:46,Cancelled,Customer no-show,99.81
37c104e8-0e7b-41e2-a53a-b9c663e1a44c,29535780-2e0a-4b3e-a5f0-40d581e7f8d9,823e055d-b83f-4ab5-a87f-316b8963639f,New Michellemouth,South Rickville,2025-01-01 00:32:36,2025-01-01 09:07:11,Completed,Driver requested offline trip,85.69
12fcbdba-e0c1-48f3-b148-b4c45fad7fa2,efadedbe-014f-4bdd-87c2-4191cba8fc75,3129a74f-8b2e-4b9a-81e7-b04696661329,West Paulatown,Colemanfurt,2025-01-01 01:27:18,2025-01-01 12:53:49,Completed,,41.48
9d5fc8b7-b03e-4723-b108-8bafaae31f9d,3fa4c2c2-5ada-4a38-871a-5fa312909e0f,70d0311c-c690-499d-9f45-913220b6344c,Theodorechester,Moyerfort,2025-01-01 11:23:42,2025-01-01 11:23:42,Cancelled,Driver requested offline trip,11.38
957830ba-bbfd-4b03-bba4-685c3713a6de,3601be77-2a87-48da-8172-39ae313945cf,7a8a6ad1-90a2-43ce-a5d1-dd57995f2d4b,Harrisville,South Tiffanyfurt,2025-01-01 07:18:18,2025-01-01 07:18:18,Completed,Driver requested offline trip,43.17
d592546b-1a8b-48c4-861b-101e036950ac,08721319-d014-49bd-83cf-7eba304a7234,710ba5f7-48bf-4648-aac3-a9aa5bfeb166,Griffinstad,East Julietown,2025-01-01 02:21:03,2025-01-01 07:24:25,Completed,,58.28
4d0f7888-a5c8-4f4d-ac2d-fcbbb5cf0024,df2b389e-e772-4d69-94ee-9df3284dc780,9a1a4ebd-454b-4ab1-b7b7-5111311c190c,East Benjamin,West Anthony,2025-01-01 06:10:32,2025-01-01 06:10:32,Completed,Other,13.57
ec8c9073-d946-4e07-8fc0-c1bfffd006be,c823d8a6-2447-4ecc-b02e-de662f4b465a,b05296a3-2bb3-4f92-b03a-01f7aeb48f89,Kellyland,Port Donald,2025-01-01 00:07:40,2025-01-01 07:42:16,Cancelled,Driver requested offline trip,64.06
6fcec55d-48d6-4bd7-ab0f-8b8d87d21718,5acd01e4-baf9-4021-bac1-2759e7b54850,d5aa6b7e-5ca3-4c11-830e-3e806f80c4dd,South Thomasstad,East Brandon,2025-01-01 01:22:05,2025-01-01 10:08:45,Completed,Customer no-show,82.24
9c1a96a4-499b-4f91-8fe6-6d8be40a00fc,c2c5e7b2-d075-45ec-ad5a-e307d8cfe214,4e8f7ad6-728f-4b5d-b97a-0478ffe8e5f2,Esparzaland,Gordonville,2025-01-01 06:15:15,2025-01-01 09:34:02,Completed,Other,88.0
09bc73cb-d63a-498f-9bba-2a1f9bfb1f45,fc8f5343-86b6-4072-9eed-22a6f3d0332d,a9f3fe59-5422-4a85-a759-7d5ed4dd69ce,Davidburgh,Victoriamouth,2025-01-01 09:57:25,2025-01-01 09:57:25,Completed,,52.3
effe05c7-a730-402d-ab65-b34046d05bb5,feefe9e2-b81c-4ce1-a7fe-8e2a4374ead8,083b6dda-454f-4e3d-bdd7-b0f2ff27db4d,Port Tammyview,Christianport,2025-01-01 11:38:36,2025-01-01 11:38:36,Completed,Traffic conditions,25.92
a3867727-722d-48ec-83eb-b62e2d350163,a8782741-f7ad-4a6e-94e4-17993cf8b7b2,f137e7b8-e04f-487c-9fec-82d860efe1c3,Cassieborough,Lake Antonio,2025-01-01 05:52:55,2025-01-01 05:52:55,Completed,Other,45.67
091e60cf-11aa-4917-8503-19a252864b60,88c342cb-8fb4-4181-8b31-e8561c8b2fa6,e8f0b74d-4074-46d1-8c9c-d3724b65caad,East Dorothytown,Gregorytown,2025-01-01 07:33:33,2025-01-01 07:33:33,Completed,Driver requested offline trip,35.35
e78e8509-4b3d-42b2-ace2-4042d017373e,4f266986-7ee3-42c0-b944-1f3288f16438,07e41000-6e5d-467d-8901-a66be7880581,Peterfort,Brandonborough,2025-01-01 03:08:08,2025-01-01 03:49:51,Completed,,26.86
d69d5496-c9ea-48ce-bb54-80a0fcae4019,17e9f119-87db-475a-af4e-a2d227cee797,6174fb90-1f96-438e-9583-0aec923832b4,North Kevin,North Kevin,2025-01-01 03:33:09,2025-01-01 06:24:07,Completed,Traffic conditions,74.38
cab1662a-128a-4419-9e8d-168f897217e5,20843152-ac6d-4ba9-a0ef-d13919245a7d,29b433f6-30f9-4ea6-892d-77406284fefd,Aaronburgh,Mitchellstad,2025-01-01 02:18:34,2025-01-01 04:18:06,Completed,Traffic conditions,23.47
08cbc221-010e-4c85-ba4d-238e5ebc3165,104980c6-65cb-4ba6-ae23-f05e49e34136,0d1caa56-dac0-492d-8aa9-a66222377958,Port Rebeccachester,Obrienport,2025-01-01 12:00:44,2025-01-01 12:00:44,Completed,,37.07
396d421d-8b57-4241-9212-529fd50b2cea,bd3033f6-6d0c-4200-88b7-fe450ad5fe44,0e1f1eb8-077a-4e08-8def-7c7d1f385b9a,North Kathleen,Emilyberg,2025-01-01 01:36:19,2025-01-01 07:38:46,Completed,Other,46.93
d757191e-ea41-4ed7-8aa7-6a9baafd7a2a,47f9aa58-65d6-4270-9bdb-9a17dfc3a070,ffd2628e-e6d1-4f2a-bfcb-12aac0baa156,Morrisonburgh,Lake Michaeltown,2025-01-01 00:05:13,2025-01-01 10:55:40,Completed,Customer no-show,9.45
da12f8ab-d08b-450b-83ab-225630665f77,5ccc98f9-2005-4372-a82e-7eca7a70a686,f62cb2f3-68e9-4f16-9699-0f2a26363882,Allenville,Andreafurt,2025-01-01 06:10:50,2025-01-01 06:10:50,Completed,Customer no-show,18.3
22f96c39-cb5c-4f11-bf8e-2bbe1e1a6493,aa5e3982-734f-476f-a013-cc760d04de4b,5fb1000f-7b74-497a-9277-4f7400cb8264,Port Charleschester,New Ericaland,2025-01-01 00:34:06,2025-01-01 11:35:07,Completed,Driver requested offline trip,16.38
4a21b615-0823-407b-9802-56c25b22c7c4,12817559-a102-40da-aec9-af7cfc1dbf82,d18639b7-682d-4830-95cf-158cb0812ded,Grahamport,Christensenside,2025-01-01 07:05:41,2025-01-01 07:05:41,Completed,Other,25.55
40c50596-1954-4971-bd7e-d5c2662139cd,62734ff1-419a-4457-972d-6971a961587c,02c79da2-592f-4dda-8e79-c737f2ccd88f,New Jonathan,West Natalie,2025-01-01 10:26:42,2025-01-01 10:26:42,Completed,Other,34.68
3b89d584-84b1-47cf-a9b9-a4e760b3dfad,2e931ce0-c4f5-4325-937b-1f94874fdd2a,51ad86f1-d931-4362-895f-131b8789450e,Barnesburgh,Amybury,2025-01-01 03:39:45,2025-01-01 04:58:37,Completed,Customer no-show,52.56
2987bf0d-d3dd-4537-851f-334d8f6671fb,b7168cf4-d07b-4e15-a9b7-5fece337690f,020b059e-419d-45f6-8735-e504d5e9835b,North Richardville,Smithbury,2025-01-01 07:19:57,2025-01-01 07:19:57,Completed,Driver requested offline trip,8.47
b8ee141a-a900-486a-b052-c65308c29b04,f2105401-da37-43fa-a976-04e70cf94f73,44ff4f23-7435-4185-8425-bc3fb70830e7,Valenzuelaberg,Dianamouth,2025-01-01 04:42:51,2025-01-01 04:42:51,Completed,Traffic conditions,63.29
8eae2aeb-5929-4d76-9262-155608870cbb,0bf5984c-95ef-4b8c-919f-15b0ca61742a,4b70638b-3860-4662-8a87-41650e734e41,South Danielmouth,Allisonborough,2025-01-01 11:11:15,2025-01-01 11:19:24,Cancelled,Customer no-show,53.74
4060a243-31c4-47f1-a86e-5539cfc64062,8255578d-320c-4edf-9e53-a490621d587f,e3a219a3-b228-4360-a566-e020b91f166f,Jessicaport,Donaldton,2025-01-01 02:01:36,2025-01-01 12:31:18,Cancelled,Traffic conditions,76.25
e3e95a46-d84b-41c2-95b9-054dbf2d55e3,f8e68836-5c89-4372-8398-235bf29ebfb4,54909087-a163-4357-b59c-7025c159a7c5,New Mary,Conradland,2025-01-01 03:32:10,2025-01-01 06:20:54,Completed,Customer no-show,41.13
294ef84d-450c-4f4a-8057-e2c15b604744,79c60840-4f91-43c1-bac6-d6ab2e0d0230,76edcd4c-2ebf-425c-b34f-f523f565a6e0,Martinezmouth,Charlesberg,2025-01-01 05:08:39,2025-01-01 05:08:39,Completed,Driver requested offline trip,47.98
a9c1a463-df02-437b-8d44-c36906103a15,a59553b8-f2a4-481c-8924-16ce76fc64a1,f507295a-30b3-4632-998e-4fdc03c3e2e4,Shawborough,Kimberlyberg,2025-01-01 10:56:33,2025-01-01 10:56:33,Cancelled,Traffic conditions,65.7
83bd6af1-7342-4ac8-b766-0ec3fdde7d14,ab588be5-ed6f-42ca-a16b-7b4e6a27505d,4e601a43-5434-49b6-a4d1-9eb1da011b45,New Shannon,Stewartshire,2025-01-01 01:06:28,2025-01-01 09:39:45,Completed,Customer no-show,64.4
153fb84e-072b-4e3c-8ee3-94a77089dadc,62af09eb-96f6-413f-95b7-c4da4724304a,a67a5cd1-0e83-49f7-b27c-989ad7b1c3cc,North Coreyberg,South Denniston,2025-01-01 04:16:31,2025-01-01 04:16:31,Completed,,82.93
8dd068b4-c13a-4e4d-a5ef-9a5bd3fefcaa,66fd5313-ad48-400a-ab21-2d052ef140c8,9e7e56d2-c193-46a0-bee4-648250de23dd,Andreton,North Glennmouth,2025-01-01 00:41:41,2025-01-01 10:20:08,Completed,,53.56
5d4b4dd7-f6e5-4d53-9b88-258bb7af3861,00a8dc9d-74e4-4480-b8c6-8a37e15a7d3f,d26804aa-c3aa-4870-adc1-0a30eb692466,North Paulmouth,Davisfurt,2025-01-01 04:29:49,2025-01-01 12:31:44,Cancelled,,82.19
50854e5f-50a1-4bc2-bf79-727f23495bde,b52ad93d-c1d8-48ec-bdca-004c08a4647c,5329662e-6c71-49d3-ad89-df2cf4ade35f,South Dominique,Robertmouth,2025-01-01 10:42:41,2025-01-01 10:42:41,Completed,Customer no-show,51.5
73b5ff3b-6684-465a-8be1-63f306080049,94d08637-00c2-4772-a2df-d020949c2990,a5439b8d-e73e-44fc-bf77-e0416a34ea4d,Cobbport,North Lee,2025-01-01 11:02:46,2025-01-01 11:02:46,Completed,Traffic conditions,47.27
55b2a18c-d11b-4a85-8f5f-696c4ec5cc0d,69f134e4-4824-41ad-9569-eb5015b12d7b,ed80558e-66c7-45d7-bd96-ad9ddc49dd00,East Maryshire,West Carolshire,2025-01-01 02:23:15,2025-01-01 05:34:17,Completed,Driver requested offline trip,99.5
7d4840eb-4cc9-4cf6-8246-99e407c04bb6,b98126d7-27db-4931-afee-ce7298aa151a,f4cc9e0c-7dba-4bd2-bb69-2585abc69426,Lake Stevenmouth,South Jill,2025-01-01 13:02:09,2025-01-01 13:02:09,Completed,Driver requested offline trip,70.23
f1e2132d-8167-4b97-8c0b-75e5b81d5274,bca6fb59-a1be-4512-9de7-d98e7fb7d771,02ffe1c4-8d96-4f05-8a85-eed94d4395c8,Turnershire,New Arianabury,2025-01-01 01:53:17,2025-01-01 07:51:54,Completed,Driver requested offline trip,90.92
babc955a-02c9-45a9-bf0e-4b9dd4220ed8,b2e80c0d-1aa3-4d47-bc78-466cade1d1d0,b4f52655-fb96-45ef-837f-81955e20629c,Lake Carolyn,Reyesland,2025-01-01 10:20:50,2025-01-01 10:20:50,Completed,Other,69.18
2d8a9707-79a0-4b5e-9b01-9e2b73539608,5fb8f0d5-b694-4c44-ba01-a15b57f6c1eb,245331d0-8bd2-4cdb-9e7e-4a40bddbe8d8,Mileshaven,East Christineburgh,2025-01-01 10:40:45,2025-01-01 11:14:20,Completed,Traffic conditions,17.61
fbbcdf34-f85e-4480-8780-5e97d6d4a38b,2dcf7c62-2ab3-41da-86ea-10e41da66a41,cf8b23e4-406d-43b6-a671-67220ccebcab,Changview,New Sylviafurt,2025-01-01 00:20:33,2025-01-01 02:04:17,Completed,Traffic conditions,8.8
21b5d76a-c4f3-45de-bf73-59eabaf40215,81b2f54c-1ea6-4c39-a7bb-f4aa81336915,6d7d2508-c344-4ff8-a154-762585833c6e,Seanland,Johnsonton,2025-01-01 06:19:23,2025-01-01 06:19:23,Completed,Driver requested offline trip,25.46
69576e98-6bc2-4b83-b3d1-c625d63933ac,b2f09810-7abe-4981-a1db-8dcf100e7785,ea2216b8-dd7f-42c4-9a60-8bd003ac235c,East Rachelland,Hortonborough,2025-01-01 00:18:02,2025-01-01 10:24:12,Completed,Traffic conditions,84.49
f089ddea-9e5e-4ca2-9082-18b3f1f32b75,c6338824-01c0-48c9-83ef-41779cd29931,e363a7ed-c672-4e9f-8430-2f20d6698c6b,Brownburgh,East Samanthastad,2025-01-01 06:03:47,2025-01-01 06:03:47,Completed,,83.49
2dc1929d-bd45-453c-847e-a2c5c7044643,26f1ebab-e570-4261-8e6b-b8711240ab8b,cd19fcf1-7078-4c72-8de4-c717b76f01e9,Madelineshire,Ericachester,2025-01-01 10:14:12,2025-01-01 10:14:12,Completed,Traffic conditions,45.73
d3de2693-23ca-440f-b818-3ce40298eba2,8a2b325e-3de1-4f68-8456-ee474eb0a889,aac71f42-abc7-48f9-b73c-f6baf34988ec,Gonzalesborough,North Matthewberg,2025-01-01 05:31:01,2025-01-01 12:05:29,Completed,Customer no-show,77.6
d92f63cc-97dd-4966-b6d4-7f6a6e55067b,2c79d667-1403-471a-911c-f5a29f55d6e2,e93b5f86-c1d6-422d-9d73-2972755fa751,Johnmouth,Port Angelabury,2025-01-01 04:10:16,2025-01-01 11:55:26,Completed,Driver requested offline trip,23.57
7a38070f-74b8-44b5-b42b-fcca066cfe9e,f7e492d7-333c-47aa-8bca-2ff3e2a7c3bb,c4034bb6-eea6-4c59-b5a9-00383192b7d6,South Lesliemouth,Danielmouth,2025-01-01 01:49:34,2025-01-01 11:23:09,Completed,Traffic conditions,89.11
4e2eb5d3-f95b-41cb-aee3-eb425cd2c202,cc77c2d6-ab83-488d-abb5-757b8ee4f358,83e5a72c-4c45-43a7-b270-b4f17a9e01e6,Lake Scott,Dickersonside,2025-01-01 00:36:37,2025-01-01 10:00:49,Completed,,86.59
215ff6af-ccae-4902-a8b9-ab8a8aa15ae8,d5d4cde0-2330-44c5-ae0d-b3634853f3f4,f01c0623-7e02-4685-9b27-8c0515dbfda9,Barbarahaven,Port Rachelhaven,2025-01-01 00:30:00,2025-01-01 00:30:00,Completed,Traffic conditions,85.23
304c13bc-1dcd-48fe-989f-35e8a8f931e4,87eeb1a6-0ebe-4ed6-8ac5-2abc09efcefa,42fba49a-9d63-4b16-8d6d-f319aeacfbb0,West Michael,East Sarah,2025-01-01 12:45:33,2025-01-01 12:45:33,Completed,Driver requested offline trip,68.79
d0e838b1-c750-4288-b3a8-30ef7e3051bc,358e4fa0-68c0-4cc5-b45a-8fe5740822e9,86f0a8f5-f692-4062-a86b-5512270fd59c,West Mary,Jillberg,2025-01-01 08:16:15,2025-01-01 08:16:15,Completed,Traffic conditions,81.06
bf9b362a-7eca-4907-8e2d-65db46e49db5,d8644846-967e-4e65-b43c-d9eadbcf7e36,c75fcadc-4bc2-46fe-be99-7f12c220b8d3,East Matthewfort,Port Lori,2025-01-01 11:14:16,2025-01-01 11:14:16,Completed,Driver requested offline trip,26.59
71d1c391-1a1e-485d-900c-68e5f95009de,dd1d67d0-58d5-4194-967e-8e0b5bda6000,43ecc74c-e55c-49fa-af04-67b91d6b14f9,South Kaylaton,Brownside,2025-01-01 07:41:53,2025-01-01 08:43:02,Completed,Customer no-show,20.55
12e30fe0-4117-4ac0-a2b1-ec01eaa4b804,70fcf6b4-31f6-44ee-be09-2f98f568276d,cbc3566d-394a-42bf-9967-cc3f6df5e4ad,Jamesview,North Monica,2025-01-01 09:10:11,2025-01-01 12:34:59,Completed,Other,77.77
45da3d6e-0053-4a1f-b0d7-f097329e87a8,a95a0504-5680-462f-9caf-f553c03f3153,1945071e-27d8-469f-8061-95a903306418,Scottborough,Nathanstad,2025-01-01 01:06:51,2025-01-01 01:06:51,Completed,Driver requested offline trip,50.1
48c1f7b1-cc55-492a-a2b4-cefc11118cd1,3069a58d-f813-4482-abcd-6986e1189952,2f3343b2-bbd7-4804-b4d4-ca54f0da78b5,Lake Carol,New Kathleen,2025-01-01 11:27:40,2025-01-01 11:27:40,Completed,,66.45
01f77398-666d-4962-aa53-c12972ee6759,61cfede1-dbb1-4b37-af26-9559caffaf7d,d8b15a58-b362-4a8f-ba06-ab4b236b9bc7,East Kathryn,Rachaelport,2025-01-01 00:56:50,2025-01-01 03:23:45,Completed,Customer no-show,99.59
6afb53f4-13af-48c6-96da-62ffc8424687,ae93ff1d-22b6-479c-94e5-b34f76aa51dd,4aa6554c-d2e3-4f04-b613-9024900ce549,West Andreaton,Barbaraside,2025-01-01 12:05:18,2025-01-01 12:05:18,Completed,Traffic conditions,54.49
922eef4b-1509-4f6e-8d90-674349f4b55e,a66f56ed-008e-4d97-bfd6-66714603a4ca,59f3a35c-53b4-44af-96ec-f1aea0cddc05,South Stephanieview,Terryland,2025-01-01 00:44:54,2025-01-01 12:05:22,Completed,Customer no-show,14.99
3c69f7df-bd79-41a7-8756-ad7a42265a5d,f9ad02f6-ad44-4743-8de6-a1e1650bf5fc,8635eae7-4e4f-42e4-9ed5-2ced05de7255,Mcleanshire,Scottport,2025-01-01 04:48:02,2025-01-01 08:18:27,Completed,Driver requested offline trip,13.16
5d29d871-6c31-4aa1-b017-324c981cb800,9320c175-564e-41d9-b9ad-c8d6021a92ab,dd00a435-c854-4f90-bba5-363259a0fc28,North Chelsea,West Davidport,2025-01-01 13:05:33,2025-01-01 13:05:33,Cancelled,Other,80.18
bfdf605a-6a4e-4195-8406-d0a7fea752a6,255f4d72-6a6e-4b29-b9b3-f374b0327d83,177fd23e-e810-481e-b1bf-3195e64d1693,Johnburgh,Murrayshire,2025-01-01 01:39:49,2025-01-01 03:40:08,Cancelled,Driver requested offline trip,29.23
969f45c3-0590-4d9e-9095-fdb1df460483,905e2472-2d60-498b-a630-f2200e3e3664,e32499d2-10cf-45bb-ab18-38fd2c93d023,Laurenshire,North Stephanieborough,2025-01-01 08:44:27,2025-01-01 08:44:27,Completed,Customer no-show,80.83
6d639791-e78d-4a96-82e8-34ffb90bb1a4,7b643197-f8e5-432a-a17f-c662a2ca8d74,c05cbda2-7e00-4fe0-8f58-d83916213c31,Bellmouth,Lake Jenniferton,2025-01-01 01:46:14,2025-01-01 09:48:21,Completed,Other,43.65
3c1c6bae-d59f-4c2b-9749-81dcdcdadc9e,3b812a45-02d7-4125-8af4-3eab4bf01f7c,d1230e8b-8708-4a1f-a59a-28b1a7dd21c0,Lake Ellen,Port Patriciashire,2025-01-01 09:31:16,2025-01-01 09:31:16,Completed,Customer no-show,84.94
e81c93b0-3818-41bb-a5c2-19158f8c18a5,ca36c67b-b967-4e73-a82e-8f31be9831f9,e14a860f-9ddc-4780-bbff-936b15589039,Lake Desireefurt,Sullivanfurt,2025-01-01 05:16:58,2025-01-01 10:33:16,Completed,Customer no-show,31.29
95fa3a9f-931c-4427-9861-482c6c3bfef6,7ac66033-f932-444f-b1d2-036bfb3059ab,ef53c3ae-2d6e-4d60-b438-75904e35450a,North Nicholas,Friedmanfort,2025-01-01 01:45:03,2025-01-01 08:40:12,Cancelled,Customer no-show,47.65
2d792e7c-86d6-480f-9ddc-34176d9badb3,f97310ce-be20-45c8-bbf6-cf1b66b5ad56,34772c02-f417-4a5e-8f05-f4fc5576d5a6,New Aliciaburgh,Melindaborough,2025-01-01 07:10:56,2025-01-01 07:10:56,Completed,Customer no-show,56.84
36d04969-6791-4fa3-a4d9-432be273e347,519ef7ec-c5b7-4d5b-afb6-1d6c424036b0,c0a545a2-0ca3-4f31-8db4-d16e22ba8630,Christinaport,Richardbury,2025-01-01 00:32:32,2025-01-01 11:04:23,Completed,Driver requested offline trip,8.7
498f0a78-f219-4354-a658-b2d3941e2205,8529f79b-3b77-4a1a-8478-38b79945468d,9c9867c8-9de4-41e8-b55a-f4233b482774,Whitefurt,East Christine,2025-01-01 00:23:38,2025-01-01 11:32:25,Cancelled,Driver requested offline trip,43.85
271cc464-47a4-4f70-b3d8-183d2d2f3f96,009dab50-b520-4008-ab19-e3d79aacc2bf,39f76d40-ce4b-4570-898a-5407bf5e8cd5,New Christopher,North Robertfort,2025-01-01 08:22:08,2025-01-01 08:22:08,Completed,Driver requested offline trip,43.61
233b6d7c-b16f-43ca-a90c-a24b2c0fc545,5becaf60-1683-4994-82a2-7810b9d50e4a,80017b64-c377-42f4-9b15-72062b849b89,South Alexastad,Moralesborough,2025-01-01 01:26:28,2025-01-01 02:51:29,Cancelled,,66.72
c9476fd0-0aae-4e72-b4f7-a9fec80e5273,a8de3d44-6d5d-4184-a72a-b019d85e69a8,88fbc1cb-0a81-4db5-93df-414da86a478c,Jeffreymouth,Port David,2025-01-01 07:25:01,2025-01-01 11:30:39,Completed,Driver requested offline trip,79.18
c7e7ad2f-6e58-4ce0-b7fc-62e220158b1d,33da9b74-2d56-44a4-8c78-65bb414a0891,ee6b2d1e-de62-488b-a899-03d7e0b42cda,Lake Nathanside,West Daniel,2025-01-01 04:28:22,2025-01-01 08:05:46,Completed,Traffic conditions,33.98
09290e2a-339d-4bfa-8775-ce6f093405c0,1e73eb79-5050-4d0c-bc25-078c68a7e7cf,066ad4ba-7635-45a8-931c-6c874ddc6ded,Patriciashire,South Miguel,2025-01-01 03:06:45,2025-01-01 03:06:45,Cancelled,Customer no-show,38.41
be5fdd67-0562-4ff3-8a8d-3532e9eec511,39f2aa13-3b9c-4ab4-ae1c-8fe6cb575524,5e24fc20-9276-4f30-876a-63fceeda915d,East Brandon,Christinaview,2025-01-01 02:11:29,2025-01-01 04:48:25,Completed,Driver requested offline trip,6.64
ddc294f1-dbb9-43ca-bcc2-b2b2a03fd006,1eeb1f5d-3165-467e-81b8-43b3401dfb1c,105ebe6a-3faa-4d6e-bbae-0021c72c7bd5,Lake Reginaview,North Kimberlyfort,2025-01-01 07:33:59,2025-01-01 13:08:32,Completed,Traffic conditions,98.76
e2a11109-2249-4424-af6a-63fad6f133b9,55e4c7c5-fe2f-4d03-be93-847fbad6b495,2e00fcb4-4bdd-427a-a746-705dbb18b464,Port Spencer,Williamsville,2025-01-01 07:48:39,2025-01-01 07:48:39,Completed,Traffic conditions,41.51
4710fe1d-47ff-4120-abd0-3ed70fb33757,fb345b1b-097d-49da-9d37-8f4fc8f768cc,9a566bc7-d789-4d39-a836-f907ce05fb21,Port Katelynbury,Frankland,2025-01-01 08:58:58,2025-01-01 13:02:51,Completed,Driver requested offline trip,16.19
